repo_key,agent,skill_rel_path,acf_path,n_post_intro_commits,n_cochange_commits,has_any_cochange
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/github-code-review/SKILL.md,CLAUDE.md,2,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/github-multi-repo/SKILL.md,CLAUDE.md,2,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/github-project-management/SKILL.md,CLAUDE.md,3,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/github-release-management/SKILL.md,CLAUDE.md,2,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/github-workflow-automation/SKILL.md,CLAUDE.md,2,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/sparc-methodology/SKILL.md,CLAUDE.md,1,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/stream-chain/SKILL.md,CLAUDE.md,1,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/swarm-advanced/SKILL.md,CLAUDE.md,1,0,False
ruvnet__claude-flow,Claude_Code,v3/@claude-flow/cli/.claude/skills/verification-quality/SKILL.md,CLAUDE.md,3,0,False
artsy__eigen,Claude_Code,.claude/skills/bump-ios-version/SKILL.md,CLAUDE.md,2,0,False
hmislk__hmis,Claude_Code,.claude/skills/commit-code/SKILL.md,CLAUDE.md,1,0,False
hmislk__hmis,Claude_Code,.claude/skills/database-guide/SKILL.md,CLAUDE.md,1,0,False
hmislk__hmis,Claude_Code,.claude/skills/jsf-ajax/SKILL.md,CLAUDE.md,3,1,True
hmislk__hmis,Claude_Code,.claude/skills/pharmacy-dev/SKILL.md,CLAUDE.md,2,0,False
hmislk__hmis,Claude_Code,.claude/skills/publish-wiki/SKILL.md,CLAUDE.md,1,1,True
hmislk__hmis,Claude_Code,.claude/skills/verify-persistence/SKILL.md,CLAUDE.md,2,0,False
hmislk__hmis,Claude_Code,.claude/skills/write-wiki/SKILL.md,CLAUDE.md,1,1,True
openai__openai-dotnet,Copilot,.github/skills/running-tests/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__autorest.typescript,Copilot,.github/skills/bump-emitter-version/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__autorest.typescript,Copilot,.github/skills/spector-test-implementer/SKILL.md,.github/copilot-instructions.md,4,1,True
microsoft__playwright-dotnet,Copilot,.claude/skills/playwright-roll/SKILL.md,CLAUDE.md,3,2,True
modelcontextprotocol__csharp-sdk,Copilot,.github/skills/breaking-changes/SKILL.md,.github/copilot-instructions.md,1,0,False
modelcontextprotocol__csharp-sdk,Copilot,.github/skills/bump-version/SKILL.md,.github/copilot-instructions.md,2,0,False
modelcontextprotocol__csharp-sdk,Copilot,.github/skills/prepare-release/SKILL.md,.github/copilot-instructions.md,3,0,False
modelcontextprotocol__csharp-sdk,Copilot,.github/skills/publish-release/SKILL.md,.github/copilot-instructions.md,3,0,False
radius-project__radius,Copilot,.github/skills/radius-code-review/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk-for-rust,Copilot,.github/skills/lint-markdown/SKILL.md,AGENTS.md,1,0,False
Azure__azure-sdk-for-rust,Copilot,sdk/cosmos/.github/skills/cosmos-design-struct/SKILL.md,AGENTS.md,4,0,False
Azure__azure-sdk-for-rust,Copilot,sdk/cosmos/.github/skills/cosmos-pre-commit-validation/SKILL.md,AGENTS.md,4,0,False
Azure__bicep-registry-modules,Copilot,.github/skills/avm-child-module-publishing/SKILL.md,.github/copilot-instructions.md,2,2,True
Azure__azure-sdk,Copilot,.github/skills/azsdk-common-apiview-feedback-resolution/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk,Copilot,.github/skills/azsdk-common-generate-sdk-locally/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk,Copilot,.github/skills/azsdk-common-pipeline-troubleshooting/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk,Copilot,.github/skills/azsdk-common-prepare-release-plan/SKILL.md,.github/copilot-instructions.md,3,0,False
Azure__azure-sdk,Copilot,.github/skills/azsdk-common-sdk-release/SKILL.md,.github/copilot-instructions.md,2,0,False
dotnet__core,Copilot,.github/skills/api-diff/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__core,Copilot,.github/skills/editorial-scoring/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__core,Copilot,.github/skills/generate-changes/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__core,Copilot,.github/skills/generate-features/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__core,Copilot,.github/skills/release-notes/SKILL.md,.github/copilot-instructions.md,2,0,False
dotnet__core,Copilot,.github/skills/review-release-notes/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__core,Copilot,.github/skills/update-distro-packages/SKILL.md,.github/copilot-instructions.md,5,0,False
dotnet__core,Copilot,.github/skills/update-existing-branch/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__core,Copilot,.github/skills/update-os-packages/SKILL.md,.github/copilot-instructions.md,3,0,False
dotnet__core,Copilot,.github/skills/update-release-graph/SKILL.md,.github/copilot-instructions.md,3,0,False
dotnet__core,Copilot,.github/skills/update-supported-os/SKILL.md,.github/copilot-instructions.md,5,0,False
dotnet__core,Copilot,.github/skills/verify-releases/SKILL.md,.github/copilot-instructions.md,2,0,False
projectcalico__calico,Copilot,.claude/skills/ci-reproduce-on-gcp-vm/SKILL.md,.github/copilot-instructions.md,1,0,False
projectcalico__calico,Copilot,.claude/skills/design-kubernetes-api/SKILL.md,.github/copilot-instructions.md,1,0,False
projectcalico__calico,Copilot,.claude/skills/implement-calico-api-resource/SKILL.md,.github/copilot-instructions.md,1,0,False
primer__react,Copilot,.github/skills/changesets/SKILL.md,.github/copilot-instructions.md,1,0,False
primer__react,Copilot,.github/skills/feature-flags/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__SqlClient,Copilot,.github/skills/generate-mstest-filter/SKILL.md,AGENTS.md,1,0,False
AzureAD__microsoft-identity-web,Copilot,.github/skills/entra-id-aspire-authentication/SKILL.md,AGENTS.md,2,0,False
Myriad-Dreamin__tinymist,Copilot,.codex/skills/tinymist-release/SKILL.md,AGENTS.md,3,0,False
AzureAD__microsoft-authentication-library-for-dotnet,Copilot,.github/skills/msal-mtls-pop-fic-two-leg/SKILL.md,.github/copilot-instructions.md,1,0,False
AzureAD__microsoft-authentication-library-for-dotnet,Copilot,.github/skills/msal-mtls-pop-guidance/SKILL.md,.github/copilot-instructions.md,1,0,False
AzureAD__microsoft-authentication-library-for-dotnet,Copilot,.github/skills/msal-mtls-pop-vanilla/SKILL.md,.github/copilot-instructions.md,1,0,False
microsoft__garnet,Copilot,.github/skills/add-garnet-command/SKILL.md,.github/copilot-instructions.md,1,1,True
microsoft__garnet,Copilot,.github/skills/pr-finalize/SKILL.md,.github/copilot-instructions.md,1,1,True
pgdogdev__pgdog,Copilot,.claude/skills/rust/SKILL.md,CLAUDE.md,1,0,False
microsoft__PowerToys,Copilot,.github/skills/release-note-generation/SKILL.md,AGENTS.md,2,0,False
syncfusion__maui-toolkit,Copilot,.github/skills/testing-guide/SKILL.md,.github/copilot-instructions.md,4,3,True
Azure__azure-sdk-for-cpp,Copilot,.github/skills/azsdk-common-apiview-feedback-resolution/SKILL.md,AGENTS.md,1,0,False
Azure__azure-sdk-for-cpp,Copilot,.github/skills/azsdk-common-generate-sdk-locally/SKILL.md,AGENTS.md,1,0,False
Azure__azure-sdk-for-cpp,Copilot,.github/skills/azsdk-common-pipeline-troubleshooting/SKILL.md,AGENTS.md,1,0,False
Azure__azure-sdk-for-cpp,Copilot,.github/skills/azsdk-common-prepare-release-plan/SKILL.md,AGENTS.md,3,0,False
Azure__azure-sdk-for-cpp,Copilot,.github/skills/azsdk-common-sdk-release/SKILL.md,AGENTS.md,2,0,False
MixinNetwork__flutter-plugins,Copilot,.codex/skills/flutter-pub-release/SKILL.md,AGENTS.md,2,1,True
dotnet__android,Copilot,.github/skills/android-reviewer/SKILL.md,.github/copilot-instructions.md,5,0,False
microsoft__xdp-for-windows,Copilot,.github/skills/xdp-testing/SKILL.md,.github/copilot-instructions.md,1,0,False
dotnet__msbuild,Copilot,.github/skills/changewaves/SKILL.md,AGENTS.md,2,0,False
dotnet__msbuild,Copilot,.github/skills/cswin32-com/SKILL.md,AGENTS.md,3,0,False
dotnet__msbuild,Copilot,.github/skills/cswin32-interop/SKILL.md,AGENTS.md,3,0,False
dotnet__msbuild,Copilot,.github/skills/multithreaded-task-migration/SKILL.md,AGENTS.md,3,0,False
dotnet__msbuild,Copilot,.github/skills/pipelines-health-check/SKILL.md,AGENTS.md,1,0,False
dotnet__msbuild,Copilot,.github/skills/running-unit-tests/SKILL.md,AGENTS.md,4,1,True
livingbio__typed-ffmpeg,Copilot,.claude/skills/typed-ffmpeg-usage/SKILL.md,CLAUDE.md,1,0,False
Azure__azure-sdk-tools,Copilot,.github/skills/azure-typespec-author/SKILL.md,.github/copilot-instructions.md,2,0,False
Azure__azure-sdk-tools,Copilot,.github/skills/markdown-token-optimizer/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk-tools,Copilot,.github/skills/sensei/SKILL.md,.github/copilot-instructions.md,2,0,False
Azure__azure-sdk-tools,Copilot,.github/skills/skill-authoring/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk-tools,Copilot,packages/python-packages/apiview-copilot/.github/skills/audit-filters/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk-tools,Copilot,packages/python-packages/apiview-copilot/.github/skills/dev-setup/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk-tools,Copilot,packages/python-packages/apiview-copilot/.github/skills/report-feedback/SKILL.md,.github/copilot-instructions.md,1,0,False
Azure__azure-sdk-tools,Copilot,packages/python-packages/apiview-copilot/.github/skills/run-evals/SKILL.md,.github/copilot-instructions.md,2,0,False
Azure__azure-sdk-tools,Copilot,packages/python-packages/apiview-copilot/.github/skills/run-metrics/SKILL.md,.github/copilot-instructions.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/add-ai-provider/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/add-command/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/add-icon/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/add-test/SKILL.md,CLAUDE.md,4,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/add-webview/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/analyze/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/audit-commits/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/challenge-plan/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/commit/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/create-issue/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/deep-planning/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/deep-review/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/investigate/SKILL.md,CLAUDE.md,5,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/live-exercise/SKILL.md,CLAUDE.md,5,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/live-pair/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/live-perf/SKILL.md,CLAUDE.md,3,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/prioritize/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/review/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/triage/SKILL.md,CLAUDE.md,2,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/update-issues/SKILL.md,CLAUDE.md,1,0,False
gitkraken__vscode-gitlens,Copilot,.claude/skills/worktree/SKILL.md,CLAUDE.md,1,0,False
openops-cloud__openops,Copilot,.claude/skills/react/SKILL.md,CLAUDE.md,1,0,False
Azure__azure-dev,Copilot,.github/skills/changelog-generation/SKILL.md,AGENTS.md,6,0,False
Azure__azure-dev,Copilot,.github/skills/tool-version-upgrade/SKILL.md,AGENTS.md,1,0,False
Mr-Quin__danmaku-anywhere,Copilot,.claude/skills/babysit-pr/SKILL.md,CLAUDE.md,1,0,False
Mr-Quin__danmaku-anywhere,Copilot,.claude/skills/browser-verify/SKILL.md,CLAUDE.md,2,1,True
owid__owid-grapher,Copilot,.claude/skills/add-synonym/SKILL.md,CLAUDE.md,5,1,True
owid__owid-grapher,Copilot,.claude/skills/create-migration/SKILL.md,CLAUDE.md,1,1,True
reactjs__ko.react.dev,Copilot,.claude/skills/docs-components/SKILL.md,CLAUDE.md,1,0,False
reactjs__ko.react.dev,Copilot,.claude/skills/docs-rsc-sandpack/SKILL.md,CLAUDE.md,1,0,False
reactjs__ko.react.dev,Copilot,.claude/skills/docs-sandpack/SKILL.md,CLAUDE.md,1,0,False
reactjs__ko.react.dev,Copilot,.claude/skills/docs-writer-learn/SKILL.md,CLAUDE.md,1,0,False
reactjs__ko.react.dev,Copilot,.claude/skills/docs-writer-reference/SKILL.md,CLAUDE.md,2,0,False
shugo__textbringer,Copilot,.claude/skills/port-theme/SKILL.md,CLAUDE.md,5,0,False
GitTools__GitVersion,Copilot,.github/skills/git-commit/SKILL.md,AGENTS.md,1,0,False
shader-slang__slang,Copilot,.claude/skills/repro-remix/SKILL.md,CLAUDE.md,2,2,True
shader-slang__slang,Copilot,.claude/skills/slangpy-debug/SKILL.md,CLAUDE.md,2,2,True
dotnet__dotnet-docker,Copilot,.github/skills/create-public-release-pr/SKILL.md,.github/copilot-instructions.md,1,0,False
zwave-js__zwave-js,Copilot,.claude/skills/implement-zwave-cc/SKILL.md,CLAUDE.md,1,0,False
zwave-js__zwave-js,Copilot,.claude/skills/integration-tests/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.claude/skills/openspec-apply-change/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.claude/skills/openspec-archive-change/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.claude/skills/openspec-explore/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.claude/skills/openspec-propose/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.codex/skills/openspec-apply-change/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.codex/skills/openspec-archive-change/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.codex/skills/openspec-explore/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.codex/skills/openspec-propose/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.github/skills/openspec-apply-change/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.github/skills/openspec-archive-change/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.github/skills/openspec-explore/SKILL.md,CLAUDE.md,1,0,False
halo-dev__halo,Copilot,.github/skills/openspec-propose/SKILL.md,CLAUDE.md,1,0,False
PowerShell__vscode-powershell,Copilot,.github/skills/release/SKILL.md,.github/copilot-instructions.md,1,0,False
microsoft__playwright,Copilot,.claude/skills/playwright-dev/SKILL.md,CLAUDE.md,9,2,True
JanDeDobbeleer__oh-my-posh,Copilot,.github/skills/segment-docs/SKILL.md,AGENTS.md,2,0,False
microsoft__openvmm,Copilot,.github/skills/fuzzing/SKILL.md,.github/copilot-instructions.md,1,0,False
microsoft__openvmm,Copilot,.github/skills/openvmm-ci-investigation/SKILL.md,.github/copilot-instructions.md,2,0,False
cybersemics__em,Copilot,.github/skills/ci-monitor/SKILL.md,.github/copilot-instructions.md,1,1,True
cybersemics__em,Copilot,.github/skills/issue-repro/SKILL.md,.github/copilot-instructions.md,2,0,False
cybersemics__em,Copilot,.github/skills/puppeteer-update-snapshots/SKILL.md,.github/copilot-instructions.md,2,2,True
cybersemics__em,Copilot,.github/skills/test-diagnosis/SKILL.md,.github/copilot-instructions.md,1,1,True
