repo_name,agent,file_path,total_commits,introduction_date,last_modified_date,lifespan_days,total_lines_added,total_lines_deleted,modification_types,provenance,provenance_shift
macalbert__envilder,OpenAI_Codex,.github/skills/release-coherence/SKILL.md,1,2026-05-02 13:58:58 +0200,2026-05-02 13:58:58 +0200,0.0,0,0,,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/sdk-acceptance-testing/SKILL.md,3,2026-04-30 18:32:56 +0200,2026-05-31 13:36:24 +0200,30.0,6,6,rename_or_move|rename_or_move,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/sdk-implementation-guide/SKILL.md,2,2026-05-03 02:03:17 +0200,2026-05-31 13:36:24 +0200,28.0,2,2,rename_or_move,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/sdk-release-checklist/SKILL.md,1,2026-04-30 18:32:56 +0200,2026-04-30 18:32:56 +0200,0.0,0,0,,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/to-issues/SKILL.md,1,2026-05-01 23:19:07 +0200,2026-05-01 23:19:07 +0200,0.0,0,0,,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/typescript-cdk-testing/SKILL.md,3,2026-04-09 01:17:18 +0200,2026-05-03 01:00:25 +0200,23.0,239,26,rename_or_move|content_update,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/typescript-test-doubles/SKILL.md,1,2026-05-02 13:58:58 +0200,2026-05-02 13:58:58 +0200,0.0,0,0,,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/typescript-testing/SKILL.md,5,2026-04-09 01:17:18 +0200,2026-05-31 11:50:08 +0200,52.0,340,221,rename_or_move|content_update|content_update|minor_fix,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/website-content-strategy/SKILL.md,2,2026-05-01 23:19:07 +0200,2026-05-05 22:20:27 +0200,3.0,3,3,rename_or_move,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/website-design-system/SKILL.md,1,2026-05-01 23:19:07 +0200,2026-05-01 23:19:07 +0200,0.0,0,0,,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/website-i18n/SKILL.md,2,2026-05-01 23:19:07 +0200,2026-05-05 22:20:27 +0200,3.0,1,1,rename_or_move,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/website-responsive-validation/SKILL.md,1,2026-05-01 23:19:07 +0200,2026-05-01 23:19:07 +0200,0.0,0,0,,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/workflow-pr-sync/SKILL.md,5,2026-04-26 01:26:55 +0200,2026-05-03 04:08:52 +0200,7.0,69,3,rename_or_move|content_update|content_update|content_update,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/workflow-smart-commit/SKILL.md,4,2026-03-18 02:28:36 +0100,2026-05-01 23:19:07 +0200,44.0,62,0,rename_or_move|rename_or_move|rename_or_move,unknown,none
macalbert__envilder,OpenAI_Codex,.github/skills/zoom-out/SKILL.md,1,2026-05-01 23:19:07 +0200,2026-05-01 23:19:07 +0200,0.0,0,0,,unknown,none
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/fix-issue/SKILL.md,2,2026-02-02 03:47:33 +0100,2026-04-25 13:58:48 +0200,82.0,1,1,minor_fix,scratch,none
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/kh-assistant/SKILL.md,2,2026-02-02 03:47:33 +0100,2026-02-02 03:52:44 +0100,0.0,399,160,content_update,scratch,none
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/prepare-release/SKILL.md,5,2026-02-02 03:47:33 +0100,2026-04-25 15:26:06 +0200,82.0,117,24,minor_fix|content_update|deletion|minor_fix,scratch,scratch_then_abandoned
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/review-pr/SKILL.md,4,2026-02-02 03:47:33 +0100,2026-04-25 13:58:48 +0200,82.0,90,7,content_update|minor_fix|minor_fix,unknown,none
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/sync-docs/SKILL.md,1,2026-02-02 03:47:33 +0100,2026-02-02 03:47:33 +0100,0.0,0,0,,unknown,none
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/test-changes/SKILL.md,2,2026-02-02 03:47:33 +0100,2026-04-25 13:58:48 +0200,82.0,1,1,minor_fix,unknown,none
kube-hetzner__terraform-hcloud-kube-hetzner,OpenAI_Codex,.claude/skills/triage-issue/SKILL.md,1,2026-02-02 03:47:33 +0100,2026-02-02 03:47:33 +0100,0.0,0,0,,unknown,none
chsami__Microbot,OpenAI_Codex,.claude/skills/debug/SKILL.md,1,2026-04-18 16:41:46 +0200,2026-04-18 16:41:46 +0200,0.0,0,0,,scratch,none
elixr-games__elics,OpenAI_Codex,.claude/skills/dep-update/SKILL.md,2,2026-02-23 09:07:31 -0800,2026-02-23 09:12:39 -0800,,32,20,content_update,scratch,none
qltysh__qlty,OpenAI_Codex,.claude/skills/bc-check/SKILL.md,1,2026-04-23 14:54:40 -0700,2026-04-23 14:54:40 -0700,,0,0,,scratch,none
mediar-ai__terminator,OpenAI_Codex,.claude/skills/remote-mcp/skill.md,2,2025-11-27 08:50:51 -0800,2025-11-27 09:02:30 -0800,,36,11,content_update,scratch,none
mediar-ai__terminator,OpenAI_Codex,.claude/skills/terminator-issue-reporter/skill.md,3,2025-10-31 10:48:31 -0700,2025-11-10 13:32:14 -0800,,2,2,minor_fix|minor_fix,marketplace,none
yytypescript__book,OpenAI_Codex,.claude/skills/write-commit-for-pr/SKILL.md,2,2026-01-16 21:39:23 +0900,2026-05-15 21:13:11 +0900,118.0,297,0,content_update,unknown,none
yytypescript__book,OpenAI_Codex,.claude/skills/write-release-note/SKILL.md,2,2026-01-13 06:43:40 +0900,2026-05-15 21:01:37 +0900,122.0,250,0,content_update,scratch,none
yytypescript__book,OpenAI_Codex,.codex/skills/write-commit-for-pr/SKILL.md,2,2026-01-16 21:39:23 +0900,2026-05-15 21:13:11 +0900,118.0,297,0,content_update,scratch,none
yytypescript__book,OpenAI_Codex,.codex/skills/write-release-note/SKILL.md,2,2026-01-13 06:43:40 +0900,2026-05-15 21:01:37 +0900,122.0,250,0,content_update,unknown,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/change-native-runtimes/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,from_acf,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/manage-whisper-test-models/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,from_acf,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/run-dotnet-tests-with-preview-nativelibs/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,from_acf,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/validate-managed-api-changes/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,unknown,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/validate-maui-mobile-tests/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,unknown,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/validate-noavx-tests/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,unknown,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/validate-runtime-loading/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,unknown,none
sandrohanea__whisper.net,OpenAI_Codex,.github/skills/validate-runtime-packages-and-releases/SKILL.md,1,2026-05-30 12:59:33 +0200,2026-05-30 12:59:33 +0200,0.0,0,0,,unknown,none
ryokun6__ryos,OpenAI_Codex,.cursor/skills/create-ryos-app/SKILL.md,3,2026-01-24 03:17:18 -0800,2026-01-25 10:26:53 -0800,,189,100,deletion|content_update,marketplace,marketplace_to_custom
ryokun6__ryos,OpenAI_Codex,.cursor/skills/localize/SKILL.md,1,2026-01-24 19:15:13 -0800,2026-01-24 19:15:13 -0800,,0,0,,marketplace,none
ryokun6__ryos,OpenAI_Codex,.cursor/skills/ui-design-styling/SKILL.md,6,2026-01-24 03:17:18 -0800,2026-05-25 09:50:08 -0700,0.0,134,96,deletion|content_update|deletion|minor_fix|minor_fix,marketplace,none
ryokun6__ryos,OpenAI_Codex,.cursor/skills/update-docs/SKILL.md,2,2026-01-24 19:15:13 -0800,2026-01-24 19:24:55 -0800,,27,14,content_update,unknown,none
assistant-ui__assistant-ui,OpenAI_Codex,.claude/skills/tap/SKILL.md,3,2026-05-13 06:28:24 -0700,2026-05-26 16:44:07 -0700,,158,125,content_update|minor_fix,unknown,none
assistant-ui__assistant-ui,OpenAI_Codex,.claude/skills/update-deps/SKILL.md,1,2026-05-26 16:54:10 -0700,2026-05-26 16:54:10 -0700,,0,0,,unknown,none
temporalio__temporal,OpenAI_Codex,.claude/skills/review/SKILL.md,1,2026-02-17 18:16:42 -0800,2026-02-17 18:16:42 -0800,,0,0,,from_acf,none
Kuingsmile__word-GPT-Plus,OpenAI_Codex,.github/skills/SKILL.md,1,2025-12-24 14:13:04 +0800,2025-12-24 14:13:04 +0800,0.0,0,0,,marketplace,none
selfxyz__self,OpenAI_Codex,.claude/skills/gaps-to-issues/SKILL.md,2,2026-03-23 23:55:31 -0700,2026-03-25 17:33:21 -0700,,1,0,minor_fix,scratch,none
selfxyz__self,OpenAI_Codex,.claude/skills/linear-initiative-update/SKILL.md,1,2026-05-01 17:01:59 -0700,2026-05-01 17:01:59 -0700,,0,0,,scratch,none
selfxyz__self,OpenAI_Codex,.claude/skills/pr-audit/SKILL.md,1,2026-03-23 23:55:31 -0700,2026-03-23 23:55:31 -0700,,0,0,,scratch,none
selfxyz__self,OpenAI_Codex,.claude/skills/pr-summary/SKILL.md,3,2026-03-23 21:02:39 -0700,2026-04-09 15:18:24 -0700,,145,4,content_update|content_update,unknown,none
selfxyz__self,OpenAI_Codex,.claude/skills/spec-from-audit/SKILL.md,4,2026-03-23 23:55:31 -0700,2026-04-08 16:56:32 -0700,,10,7,content_update|minor_fix|rename_or_move,unknown,none
kubetail-org__kubetail,OpenAI_Codex,.claude/skills/release-cli/SKILL.md,1,2026-04-06 07:09:15 +0300,2026-04-06 07:09:15 +0300,0.0,0,0,,from_acf,none
kubetail-org__kubetail,OpenAI_Codex,.claude/skills/release-cluster/SKILL.md,1,2026-04-06 07:09:15 +0300,2026-04-06 07:09:15 +0300,0.0,0,0,,from_acf,none
facet-rs__facet,OpenAI_Codex,.claude/skills/debug-with-valgrind/SKILL.md,2,2025-12-15 14:14:40 +0100,2025-12-22 18:39:55 +0100,7.0,62,0,content_update,unknown,none
facet-rs__facet,OpenAI_Codex,.claude/skills/jit-overview/SKILL.md,2,2026-01-01 08:52:07 +0100,2026-01-09 22:48:03 +0100,8.0,1,1,minor_fix,from_acf,none
facet-rs__facet,OpenAI_Codex,.claude/skills/reproduce-reduce-regress/SKILL.md,2,2025-12-22 18:28:30 +0100,2025-12-22 18:39:55 +0100,0.0,61,0,content_update,scratch,none
facet-rs__facet,OpenAI_Codex,.claude/skills/use-facet-crates/SKILL.md,4,2025-12-16 10:14:34 +0100,2026-01-25 19:36:44 +0100,40.0,70,3,content_update|minor_fix|minor_fix,unknown,none
dcSpark__shinkai-local-ai-agents,OpenAI_Codex,.cursor/skills/frontend-design/SKILL.md,1,2026-01-27 19:34:26 -0800,2026-01-27 19:34:26 -0800,,0,0,,marketplace,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-bug/SKILL.md,5,2026-02-13 15:39:56 -0600,2026-04-02 21:19:55 -0500,,41,22,minor_fix|content_update|minor_fix|deletion,unknown,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-guide/SKILL.md,2,2026-03-16 10:53:04 -0500,2026-04-30 14:28:41 -0500,,3,3,content_update,scratch,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-install/SKILL.md,3,2026-01-12 20:17:56 -0600,2026-01-30 15:26:03 -0600,,26,0,rename_or_move|content_update,from_acf,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-optimize/SKILL.md,7,2026-01-12 20:17:56 -0600,2026-05-22 14:31:06 -0500,,78,32,rename_or_move|content_update|content_update|minor_fix|minor_fix|content_update,unknown,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-portal/SKILL.md,6,2026-03-23 13:47:23 -0500,2026-04-02 21:19:55 -0500,,9,21,deletion|minor_fix|minor_fix|minor_fix|deletion,unknown,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-postgres-doctor/SKILL.md,4,2026-03-26 14:34:08 -0500,2026-04-07 12:20:23 -0500,,4,3,deletion|rename_or_move|minor_fix,unknown,none
dropseed__plain,OpenAI_Codex,.claude/skills/plain-upgrade/SKILL.md,7,2026-01-12 20:17:56 -0600,2026-05-25 17:33:39 -0500,,56,7,rename_or_move|content_update|minor_fix|rename_or_move|content_update|content_update,unknown,none
dropseed__plain,OpenAI_Codex,.claude/skills/release/SKILL.md,14,2026-01-17 14:51:17 -0600,2026-06-03 11:08:21 -0500,,140,162,content_update|content_update|deletion|content_update|content_update|content_update|content_update|content_update|content_update|rename_or_move|minor_fix|minor_fix|minor_fix,unknown,none
dropseed__plain,OpenAI_Codex,plain-portal/plain/portal/agents/.claude/skills/plain-portal/SKILL.md,6,2026-03-23 13:47:23 -0500,2026-04-02 21:19:55 -0500,,9,21,deletion|minor_fix|minor_fix|minor_fix|deletion,unknown,none
dropseed__plain,OpenAI_Codex,plain-postgres/plain/postgres/agents/.claude/skills/plain-postgres-doctor/SKILL.md,4,2026-03-26 14:34:08 -0500,2026-04-07 12:20:23 -0500,,4,3,deletion|rename_or_move|minor_fix,unknown,none
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-bug/SKILL.md,5,2026-02-13 15:39:56 -0600,2026-04-02 21:19:55 -0500,,41,22,minor_fix|content_update|minor_fix|deletion,unknown,none
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-guide/SKILL.md,2,2026-03-16 10:53:04 -0500,2026-04-30 14:28:41 -0500,,3,3,content_update,unknown,none
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-install/SKILL.md,2,2026-01-12 20:17:56 -0600,2026-01-28 21:19:43 -0600,,26,0,rename_or_move,unknown,none
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-optimize/SKILL.md,1,2026-05-22 14:31:06 -0500,2026-05-22 14:31:06 -0500,,0,0,,unknown,none
dropseed__plain,OpenAI_Codex,plain/plain/agents/.claude/skills/plain-upgrade/SKILL.md,6,2026-01-12 20:17:56 -0600,2026-05-25 17:33:39 -0500,,56,7,rename_or_move|minor_fix|rename_or_move|content_update|content_update,unknown,none
dropseed__plain,OpenAI_Codex,plainx-dev/plainx/dev/agents/.claude/skills/plainx-release/SKILL.md,2,2026-02-05 11:47:22 -0600,2026-03-24 15:48:24 -0500,,1,0,minor_fix,unknown,none
rendercv__rendercv,OpenAI_Codex,.claude/skills/publish-rendercv-typst-package/SKILL.md,3,2026-03-20 16:15:43 +0300,2026-03-20 20:44:44 +0300,0.0,195,0,minor_fix|rename_or_move,scratch,none
rendercv__rendercv,OpenAI_Codex,.claude/skills/rendercv-development-context/SKILL.md,3,2025-12-09 17:03:56 +0300,2026-03-21 02:05:07 +0300,101.0,82,0,rename_or_move|content_update,marketplace,marketplace_to_custom
rendercv__rendercv,OpenAI_Codex,.claude/skills/rendercv-testing-context/SKILL.md,2,2025-12-09 17:03:56 +0300,2026-03-21 02:05:07 +0300,101.0,155,0,content_update,marketplace,marketplace_to_custom
rendercv__rendercv,OpenAI_Codex,.claude/skills/review-rendercv-pr/SKILL.md,2,2026-03-20 21:14:04 +0300,2026-03-21 02:05:07 +0300,0.0,5,71,content_update,unknown,none
rendercv__rendercv,OpenAI_Codex,.claude/skills/solve-rendercv-issue/SKILL.md,3,2026-03-20 20:44:44 +0300,2026-03-21 02:05:07 +0300,0.0,39,79,content_update|content_update,unknown,none
rendercv__rendercv,OpenAI_Codex,.claude/skills/triage-rendercv-issue/SKILL.md,2,2026-03-20 21:14:04 +0300,2026-03-21 02:05:07 +0300,0.0,4,14,content_update,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/auto-docstring-rules/SKILL.md,2,2026-02-18 11:43:17 +0100,2026-03-06 14:31:18 +0100,16.0,1,57,content_update,marketplace,marketplace_to_custom
dlt-hub__dlt,OpenAI_Codex,.claude/skills/auto-import-rules/SKILL.md,2,2026-02-18 11:43:17 +0100,2026-03-06 14:31:18 +0100,16.0,1,25,content_update,marketplace,marketplace_to_custom
dlt-hub__dlt,OpenAI_Codex,.claude/skills/auto-write-test-rules/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,marketplace,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/create-worktree/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/dashboard/SKILL.md,1,2026-02-23 14:45:16 +0100,2026-02-23 14:45:16 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/implement-issue/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/optimize-code/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/release-notes/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/review-issues-severity/SKILL.md,1,2026-04-28 14:51:21 +0200,2026-04-28 14:51:21 +0200,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/review-pr/SKILL.md,2,2026-02-18 11:43:17 +0100,2026-04-28 12:44:53 +0200,69.0,6,0,content_update,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/switch-worktree/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/worktree-from-issue/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
dlt-hub__dlt,OpenAI_Codex,.claude/skills/worktree-make-dev/SKILL.md,1,2026-02-18 11:43:17 +0100,2026-02-18 11:43:17 +0100,0.0,0,0,,unknown,none
mondaycom__vibe,OpenAI_Codex,.claude/skills/vibe-breaking-change/SKILL.md,1,2026-03-18 12:24:00 +0200,2026-03-18 12:24:00 +0200,0.0,0,0,,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/bench-compare/SKILL.md,2,2026-04-21 14:50:13 -0700,2026-05-13 02:56:07 +0530,0.0,1,84,rename_or_move,scratch,none
apache__pinot,OpenAI_Codex,.claude/skills/flaky-analyze/SKILL.md,3,2026-04-21 14:50:13 -0700,2026-05-13 02:56:07 +0530,0.0,2,95,minor_fix|rename_or_move,scratch,none
apache__pinot,OpenAI_Codex,.claude/skills/precommit/SKILL.md,3,2026-04-21 14:50:13 -0700,2026-05-13 02:56:07 +0530,0.0,59,117,rename_or_move|rename_or_move,scratch,none
apache__pinot,OpenAI_Codex,.claude/skills/quickstart/SKILL.md,2,2026-04-21 14:50:13 -0700,2026-05-13 02:56:07 +0530,0.0,1,51,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-architecture/SKILL.md,2,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,1,32,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-concurrency-state/SKILL.md,2,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,1,40,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-config-backcompat/SKILL.md,2,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,1,58,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-correctness-nulls/SKILL.md,2,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,1,34,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-naming-api/SKILL.md,3,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,2,34,minor_fix|rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-performance/SKILL.md,2,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,1,33,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-process-scope/SKILL.md,2,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,1,31,rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/review-testing/SKILL.md,3,2026-04-22 08:44:43 -0700,2026-05-13 02:56:07 +0530,0.0,10,62,content_update|rename_or_move,unknown,none
apache__pinot,OpenAI_Codex,.claude/skills/run-test/SKILL.md,2,2026-04-21 14:50:13 -0700,2026-05-13 02:56:07 +0530,0.0,1,44,rename_or_move,unknown,none
hathach__tinyusb,OpenAI_Codex,.claude/skills/code-size/SKILL.md,3,2026-04-29 11:46:34 +0700,2026-04-29 12:45:55 +0700,0.0,3,3,minor_fix|minor_fix,unknown,none
hathach__tinyusb,OpenAI_Codex,.claude/skills/hil/SKILL.md,5,2026-04-28 22:18:21 +0700,2026-06-02 00:24:05 +0700,34.0,65,76,content_update|content_update|content_update|content_update,unknown,none
afadil__wealthfolio,OpenAI_Codex,.claude/skills/react-useeffect/SKILL.md,2,2026-01-09 13:12:35 -0500,2026-02-02 21:23:12 -0500,,23,14,content_update,marketplace,marketplace_to_custom
afadil__wealthfolio,OpenAI_Codex,.claude/skills/run-e2e-tests/SKILL.md,2,2026-04-11 11:30:01 +0200,2026-05-07 20:57:53 -0400,0.0,4,3,content_update,scratch,none
openai__codex,OpenAI_Codex,.codex/skills/babysit-pr/SKILL.md,5,2026-02-22 15:36:28 -0800,2026-04-30 19:58:19 -0700,,52,43,content_update|content_update|minor_fix|content_update,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/code-review-breaking-changes/SKILL.md,1,2026-04-20 16:01:16 -0700,2026-04-20 16:01:16 -0700,,0,0,,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/code-review-change-size/SKILL.md,1,2026-04-20 16:01:16 -0700,2026-04-20 16:01:16 -0700,,0,0,,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/code-review-context/SKILL.md,2,2026-04-20 16:01:16 -0700,2026-04-21 10:22:36 -0700,,1,0,minor_fix,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/code-review-testing/SKILL.md,1,2026-04-20 16:01:16 -0700,2026-04-20 16:01:16 -0700,,0,0,,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/code-review/SKILL.md,2,2026-04-20 16:01:16 -0700,2026-04-21 00:04:04 -0700,,1,1,minor_fix,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/codex-bug/SKILL.md,1,2026-04-07 19:20:04 -0700,2026-04-07 19:20:04 -0700,,0,0,,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/codex-issue-digest/SKILL.md,3,2026-04-26 23:16:43 -0700,2026-05-10 09:55:42 -0700,,42,17,content_update|content_update,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/codex-pr-body/SKILL.md,2,2026-04-15 18:07:46 -0700,2026-06-03 15:29:57 -0700,,2,0,minor_fix,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/remote-tests/SKILL.md,1,2026-03-20 10:37:57 -0700,2026-03-20 10:37:57 -0700,,0,0,,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/test-tui/SKILL.md,1,2026-02-11 20:03:19 -0800,2026-02-11 20:03:19 -0800,,0,0,,unknown,none
openai__codex,OpenAI_Codex,.codex/skills/update-v8-version/SKILL.md,1,2026-05-18 21:33:05 -0700,2026-05-18 21:33:05 -0700,,0,0,,unknown,none
BoldGrid__w3-total-cache,OpenAI_Codex,.claude/skills/move-pr-to-private-ghsa/SKILL.md,2,2026-05-14 17:50:20 -0400,2026-05-20 19:29:51 -0400,,486,66,content_update,from_acf,none
BoldGrid__w3-total-cache,OpenAI_Codex,.claude/skills/pr-content-to-jira/SKILL.md,2,2026-05-14 16:23:12 -0400,2026-05-20 19:29:51 -0400,,52,22,content_update,from_acf,none
BoldGrid__w3-total-cache,OpenAI_Codex,.claude/skills/repost-pr-reviews-to-tpf/SKILL.md,1,2026-05-20 19:29:51 -0400,2026-05-20 19:29:51 -0400,,0,0,,from_acf,none
cloudposse__atmos,OpenAI_Codex,.claude/skills/docs/SKILL.md,1,2026-05-21 17:59:31 -0500,2026-05-21 17:59:31 -0500,,0,0,,marketplace,none
cloudposse__atmos,OpenAI_Codex,.claude/skills/pull-request/SKILL.md,1,2026-05-17 14:01:43 -0500,2026-05-17 14:01:43 -0500,,0,0,,scratch,none
iopsystems__rezolus,OpenAI_Codex,.claude/skills/pr/SKILL.md,3,2026-02-10 15:57:22 -0800,2026-04-13 11:44:17 -0700,,14,0,content_update|minor_fix,scratch,none
iopsystems__rezolus,OpenAI_Codex,.claude/skills/release/SKILL.md,3,2026-01-28 12:20:04 -0800,2026-02-10 12:53:10 -0800,,20,10,rename_or_move|minor_fix,unknown,none
iopsystems__rezolus,OpenAI_Codex,.claude/skills/sync-viewer-symlinks/SKILL.md,1,2026-04-10 09:46:31 -0700,2026-04-10 09:46:31 -0700,,0,0,,marketplace,none
iopsystems__rezolus,OpenAI_Codex,.claude/skills/viewer-smoke/SKILL.md,1,2026-05-10 13:00:43 -0700,2026-05-10 13:00:43 -0700,,0,0,,unknown,none
lumen-notes__lumen,OpenAI_Codex,.claude/skills/changelog/SKILL.md,4,2026-02-06 17:34:40 -0800,2026-02-08 12:07:10 -0800,,25,19,content_update|minor_fix|content_update,scratch,none
SwitchbackTech__compass,OpenAI_Codex,.claude/skills/a11y-audit/SKILL.md,2,2025-12-22 17:42:56 -0600,2026-01-03 17:14:01 -0600,,129,2,deletion,scratch,scratch_then_abandoned
SwitchbackTech__compass,OpenAI_Codex,.claude/skills/simplify-code/SKILL.md,1,2026-02-26 16:36:21 -0800,2026-02-26 16:36:21 -0800,,0,0,,marketplace,none
SwitchbackTech__compass,OpenAI_Codex,.codex/skills/a11y-audit/SKILL.md,2,2025-12-22 17:42:56 -0600,2026-01-03 17:14:01 -0600,,134,2,deletion,scratch,scratch_then_abandoned
SwitchbackTech__compass,OpenAI_Codex,.codex/skills/simplify-code/SKILL.md,1,2026-02-26 16:36:21 -0800,2026-02-26 16:36:21 -0800,,0,0,,unknown,none
SwitchbackTech__compass,OpenAI_Codex,.codex/skills/thermo-nuclear-code-quality-review/SKILL.md,1,2026-05-27 11:07:33 -0500,2026-05-27 11:07:33 -0500,,0,0,,unknown,none
SwitchbackTech__compass,OpenAI_Codex,.cursor/skills/simplify-code/SKILL.md,1,2026-02-26 16:36:21 -0800,2026-02-26 16:36:21 -0800,,0,0,,unknown,none
safe-global__safe-wallet-monorepo,OpenAI_Codex,.claude/skills/cypress-e2e/SKILL.md,2,2026-04-02 13:56:45 +0200,2026-04-20 14:10:22 +0200,18.0,17,9,content_update,marketplace,marketplace_to_custom
